district,rooms,size,level,max_levels,price,street
Яшнободский,2,40.0,1,4,28000.0, Боткино
Учтепинский,2,43.0,1,5,30500.0, Чиланзар 24-й квартал
Юнусабадский,3,75.0,3,4,73000.0, Кашгар
Мирзо-Улугбекский,1,50.0,4,18,60000.0, пр-т Мустакиллик
Яшнободский,2,51.0,4,6,27000.0, Авиасозлар- Янгиобод
Учтепинский,4,68.0,5,5,40000.0, Ширин
Юнусабадский,4,90.0,2,4,77000.0, Шахристанская
Яшнободский,4,100.0,5,5,43000.0, 1-й Акдарьинский тупик
Чиланзарский,1,27.0,1,4,28500.0, Чиланзар 2 квартал
Сергелийский,4,98.0,2,9,41000.0, Дустлик 2
Чиланзарский,1,39.0,3,4,26000.0, Ровд
Сергелийский,1,48.0,4,5,27000.0, Ровд
Шайхантахурский,1,42.0,2,12,41200.0, Ганга
Мирабадский,2,48.0,1,4,40000.0, Глинка
Чиланзарский,2,48.0,2,4,34000.0, Чиланзар 8-й квартал
Яшнободский,2,36.0,3,4,21000.0, Мухтар Ашрафи
Мирзо-Улугбекский,2,50.0,5,8,29000.0, Паркент
Учтепинский,1,35.0,4,4,26500.0, Чиланзар квартал Г9А
Мирабадский,5,120.0,5,9,85000.0, Госпитальный
Яккасарайский,1,38.0,2,5,26700.0, Кушбеги
Юнусабадский,1,43.0,2,5,62000.0, Кашкар
Мирабадский,5,225.0,1,5,215000.0, Фаровон
Шайхантахурский,2,70.0,3,7,59000.0, Урда
Учтепинский,3,61.0,3,4,42000.0, Учтеп ровд
Чиланзарский,2,51.0,1,4,33000.0, Чиланзар квартал 20Д
Мирзо-Улугбекский,3,75.0,8,9,51000.0, Алтынтепа
Мирзо-Улугбекский,4,140.0,1,4,110000.0, Буюк Ипак Йули
Юнусабадский,2,60.0,1,4,60000.0, Юнусабад 11-й квартал
Шайхантахурский,2,84.0,3,4,73000.0, Чорсу
Яшнободский,2,46.0,1,1,27000.0, Городок Авиастроителей 3-й квартал
Яшнободский,3,77.0,5,7,80000.0, Махтумкули
Мирабадский,5,120.0,7,9,108000.0, Нукус
Мирзо-Улугбекский,3,78.0,3,5,52991.0, набережная Карасу
Мирзо-Улугбекский,2,60.0,5,5,35000.0, набережная Карасу
Мирзо-Улугбекский,4,78.0,4,5,63000.0, Буюк Ипак йули (Луначарское)
Мирабадский,4,120.0,1,5,135000.0, Нукус
Яккасарайский,2,53.0,5,8,43500.0, Бабура
Яшнободский,3,75.0,4,9,63000.0, жилой комплекс Green Park
Мирзо-Улугбекский,1,33.0,2,4,24000.0, Ялангач
Мирзо-Улугбекский,3,107.0,4,7,87000.0, Паркент
Мирзо-Улугбекский,4,100.0,3,4,95000.0, Тамары Ханум
Мирзо-Улугбекский,3,95.0,7,10,140000.0, проспект Мустакиллик
Мирзо-Улугбекский,4,90.0,3,4,73000.0, Дархон
Мирзо-Улугбекский,5,110.0,5,5,50000.0, набережная Карасу
Чиланзарский,1,16.7,3,4,27000.0, 1-й проезд Лутфи
Яшнободский,3,72.0,7,8,52000.0, Паркент
Мирабадский,3,75.0,6,9,57500.0, 2-й проезд Куйлюк
Яккасарайский,3,105.0,4,9,150000.0, жилой комплекс Dream House
Мирзо-Улугбекский,3,70.0,8,9,65000.0, Паркент
Бектемирский,3,58.0,6,9,28000.0, Сувсоз-2 (Водник-2)
Мирзо-Улугбекский,3,70.0,1,5,57000.0, Буюк Ипак йули (Луначарское)
Мирзо-Улугбекский,2,47.0,3,5,30000.0, Массив феруза
Мирабадский,4,185.0,4,6,350000.0, Ул чехова
Юнусабадский,3,74.0,3,4,63000.0, Юнусабад 4-й квартал
Олмазорский,3,70.0,4,4,37500.0, Олимпия
Чиланзарский,2,51.0,2,4,34800.0, Чиланзар 10-й квартал
Мирзо-Улугбекский,2,68.0,4,4,45000.0, Карасу 2
Юнусабадский,2,50.0,3,4,36500.0, Юнусабад 7-й квартал
Олмазорский,3,117.0,3,6,84000.0, Фараби
Юнусабадский,3,80.0,2,5,53000.0, Гайратий
Мирабадский,3,65.0,4,4,57000.0, Янги Миробод
Мирабадский,5,120.0,7,9,108000.0, Нукус
Яшнободский,4,89.0,6,9,51000.0, Тузель-3
Мирзо-Улугбекский,2,66.4,2,8,55000.0, жилой комплекс Goldhill
Олмазорский,3,183.0,3,4,90000.0, Камарнисо
Яккасарайский,1,44.0,2,9,27000.0, Башлык
Чиланзарский,2,55.0,1,4,41000.0, Метро Хамза
Чиланзарский,1,30.0,4,5,27000.0, Чиланзар 7-й квартал
Сергелийский,4,110.0,8,9,55000.0, Строитель
Шайхантахурский,4,100.0,5,9,73000.0, Кора тош
Шайхантахурский,2,55.0,4,9,33000.0, 1-й проезд Бог
Юнусабадский,3,70.0,8,9,57000.0, Ц-5
Мирзо-Улугбекский,2,58.0,4,5,34500.0, Карасу 1-й квартал
Мирзо-Улугбекский,2,65.0,4,4,63000.0, Ул.Лафарг
Юнусабадский,3,68.0,4,4,37500.0, Юнусабад 7-й квартал
Яккасарайский,3,70.0,6,8,82000.0, Golden Hause
Яшнободский,2,84.0,5,6,33600.0, Янгинур
Мирзо-Улугбекский,3,113.0,5,8,56900.0, жилой комплекс Goldhill
Яшнободский,3,87.0,4,6,34800.0, Чилонота
Юнусабадский,6,137.0,6,9,89050.0, Янги Юнусабад
Юнусабадский,4,79.0,2,4,55000.0, 2-й проезд Хушнаво
Яккасарайский,4,90.0,3,4,90000.0, Ракат махаля ориентир Корзинка
Мирзо-Улугбекский,3,75.0,5,9,63000.0, Дархан
Юнусабадский,5,215.0,4,9,161000.0, Ц-5
Мирзо-Улугбекский,2,60.0,3,5,32000.0, Ахмада Югнаки
Мирзо-Улугбекский,3,72.0,4,4,41000.0, Мирзо-Улугбекский район массив Феруза-2
Мирзо-Улугбекский,1,35.0,1,4,24500.0, Бауманова
Мирзо-Улугбекский,3,66.0,4,5,41500.0, Буз-1 (Буз базар)
Юнусабадский,3,67.0,3,4,57000.0, 1-й проезд А. Закирова
Шайхантахурский,4,110.0,12,12,68000.0, Самарканд Дарвоза
Мирзо-Улугбекский,3,75.0,5,9,41500.0, 2-й Паркентский проезд
Мирзо-Улугбекский,4,100.0,1,4,87000.0, Буюк Ипак Йули
Мирзо-Улугбекский,3,75.0,7,9,39500.0, Карасу 3-й квартал
Учтепинский,3,80.0,3,12,47500.0, 30 kvartal 29 dom
Мирзо-Улугбекский,3,94.0,2,5,67000.0, Карасу 2-й квартал
Олмазорский,2,74.0,4,9,41500.0, Карасарайская
Мирзо-Улугбекский,3,85.0,1,4,110000.0, Буюк Ипак Йули
Чиланзарский,4,130.0,3,8,210000.0, Катта козиробод
Мирзо-Улугбекский,3,65.0,4,5,42000.0, Буз-1 (Буз базар)
Яшнободский,3,75.0,5,9,41500.0, Мавлоно Риёзи
Чиланзарский,1,35.0,2,4,27000.0, Катта козиробод
Мирзо-Улугбекский,3,75.0,7,9,39500.0, Карасу 3-й квартал
Яшнободский,3,75.41,10,10,35000.0, Корасув (Лисунова)
Мирзо-Улугбекский,1,40.0,3,3,30500.0, 1-й Паркентский проезд
Мирзо-Улугбекский,2,72.0,18,19,55000.0, площадь Хамида Алимджана
Учтепинский,4,88.0,4,5,47500.0, Чиланзар 30-й квартал
Мирабадский,1,28.0,2,4,25500.0, Фергана Йули
Чиланзарский,1,28.0,1,4,29500.0, Чиланзар 6 квартал
Чиланзарский,2,55.0,1,4,41000.0, Метро Хамза
Учтепинский,3,80.0,4,5,44000.0, Чиланзар 26-й квартал
Мирабадский,6,160.0,4,9,130000.0, Айбека (пр-т Косманавтов)
Яшнободский,2,49.0,2,2,25000.0, 1-й Акдарьинский проезд
Мирабадский,2,62.0,4,4,53000.0, Тараса Шевченко
Яшнободский,1,20.0,3,4,12800.0, Рисовый
Юнусабадский,3,60.0,3,3,70000.0, ц-4 Кашгар (Ц-4)
Чиланзарский,5,130.0,2,9,110000.0, площадь Дружбы Народов
Яккасарайский,3,80.0,10,16,70000.0, Нукус
Юнусабадский,3,78.0,1,5,56000.0, Юнусабад 19-й квартал
Яккасарайский,5,109.0,3,5,80000.0, Кушбеги
Олмазорский,2,78.0,9,9,40500.0, Олмазорский район массив Себзар
Чиланзарский,2,48.0,1,4,39000.0, Жиковский
Олмазорский,1,30.5,9,9,21500.0, Олмазорский район массив Себзар
Яккасарайский,3,72.0,3,5,97500.0, Шота Руставели
Шайхантахурский,3,85.0,2,9,52000.0, Джарарык
Мирзо-Улугбекский,2,56.89,2,5,48000.0, Карасу 6-й квартал
Чиланзарский,1,35.0,1,4,28800.0, Чиланзар-8 ориентир ЗАГС
Юнусабадский,1,45.0,5,5,24200.0, Уч Кахрамон
Мирабадский,3,128.0,6,12,89000.0, Нукус
Чиланзарский,1,32.0,3,5,28500.0, Чиланзар-1
Юнусабадский,2,50.0,3,4,31000.0, Юнусабад-6
Учтепинский,4,93.0,4,4,77000.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Учтепинский,3,79.0,3,4,67000.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Шайхантахурский,3,78.0,4,4,48000.0, 8-й проезд Бельтепа
Мирзо-Улугбекский,3,100.0,6,7,75000.0, Паркент
Шайхантахурский,4,125.0,1,5,118000.0, Бельтепа
Юнусабадский,4,138.0,2,4,84000.0, Гайратий
Яккасарайский,3,65.0,4,5,59500.0, Бабура
Шайхантахурский,3,88.0,2,5,100000.0, Бельтепа
Юнусабадский,3,80.0,2,7,90000.0, Юнусабад 1-й квартал
Яккасарайский,5,182.0,7,8,160000.0, Шота Руставели
Юнусабадский,3,78.0,2,5,52500.0, Юнусабад 9кв
Юнусабадский,4,86.0,3,4,48000.0, Юнусабад 7-й квартал
Юнусабадский,2,53.0,4,4,31500.0, Юнусабад 7кв
Мирабадский,3,72.0,3,9,52000.0, Таллимаржон
Юнусабадский,2,50.0,3,4,34000.0, Юнусабад 15-й квартал
Шайхантахурский,4,84.0,4,4,79000.0, Массив бешагач 7
Чиланзарский,2,40.0,3,4,33800.0, Чиланзар-3
Мирзо-Улугбекский,1,45.0,2,4,50000.0, Ц1
Сергелийский,4,84.0,7,9,70000.0, Мирзы Турсунзаде
Чиланзарский,3,70.0,2,4,46000.0, Алгоритм
Шайхантахурский,3,67.0,1,5,52000.0, 1-й проезд Бог
Сергелийский,1,38.0,1,5,23000.0, Янги Куйлюк
Юнусабадский,1,31.0,2,4,23000.0, Бодомзор
Олмазорский,1,41.0,4,4,22600.0, Каракамыш квартал 1/3
Олмазорский,2,94.0,3,5,47000.0, Каракамыш квартал 2/1
Юнусабадский,2,57.0,4,4,36000.0, Юнусабад 11-й квартал
Яшнободский,4,76.12,2,4,50000.0, Городок Авиастроителей 1-й квартал
Сергелийский,3,78.0,2,9,47000.0, Сергели-VII
Сергелийский,3,80.0,5,9,53000.0, Сергели-VII
Юнусабадский,3,85.0,1,9,85000.0, Мечеть Бадамзар
Юнусабадский,1,23.7,4,4,18000.0, Юнусабад-2
Юнусабадский,4,96.0,2,5,53000.0, Юнусабад 19-й квартал
Яшнободский,2,40.0,2,4,20000.0, Янгибозор 44дом 29
Чиланзарский,4,94.0,4,5,69999.0, Чиланзар 8-й квартал
Мирзо-Улугбекский,2,61.0,2,5,33500.0, Ахмада Югнаки
Мирзо-Улугбекский,2,55.0,6,9,33500.0, ТТЗ-2
Мирзо-Улугбекский,2,69.0,12,12,33000.0, Малая кольцевая дорога
Мирзо-Улугбекский,2,64.0,3,9,53500.0, Дархан
Шайхантахурский,3,72.0,4,4,42000.0, Янги-Бельтепа
Чиланзарский,2,63.0,3,9,32000.0, Чиланзар 17-й квартал
Мирзо-Улугбекский,2,140.0,1,8,70000.0, Темура Малика
Юнусабадский,7,190.0,1,3,72000.0, Рабочий городок
Яккасарайский,1,45.0,3,4,41000.0, Юнуса Раджабий
Чиланзарский,2,63.0,3,9,32000.0, Чиланзар 17-й квартал
Мирзо-Улугбекский,2,55.0,4,4,32000.0, ТТЗ
Чиланзарский,3,78.0,7,9,55000.0, Чиланзар 17-й квартал
Мирабадский,3,105.0,2,8,170000.0, ор-р Перфектум
Юнусабадский,4,100.0,1,9,87000.0, Юнусабад 10-й квартал
Шайхантахурский,3,70.0,8,9,46000.0, Хадра
Чиланзарский,4,105.0,6,9,63000.0, Чиланзар 17-й квартал
Мирзо-Улугбекский,2,60.0,4,4,31500.0, Буз-2 (Буз)
Мирабадский,3,110.0,4,8,120000.0, Чехова
Юнусабадский,2,60.0,2,9,45000.0, Юнусабад 11-й квартал
Яккасарайский,2,60.0,5,9,47000.0, 1-й тупик Бабура
Яккасарайский,3,103.0,1,9,145000.0, Кичик Бешагач
Учтепинский,4,80.0,2,5,82000.0, Фархад
Мирабадский,2,62.0,2,9,57000.0, Тараса Шевченко
Чиланзарский,1,30.0,3,4,27500.0, Чиланзар 2 квартал Пионерская ул Арнасай
Чиланзарский,1,30.0,3,4,27500.0, Чиланзар 2 квартал Пионерская ул Арнасай
Юнусабадский,4,100.0,7,9,65000.0, Юнусабад 4-й квартал
Мирабадский,4,107.0,8,9,105000.0, Госпитальный
Юнусабадский,3,103.0,3,6,90000.0, Юнусабад 4-й квартал
