district,rooms,size,level,max_levels,price,street
Чиланзарский,2,60.0,6,9,40000.0, 1-й проезд Астрабад
Мирабадский,2,60.0,8,9,83000.0, Афросиаб (пр-т Косманавтов)
Мирабадский,1,53.0,7,9,51000.0, Нукус
Мирабадский,2,62.0,3,9,75000.0, Мирабад
Чиланзарский,4,80.0,5,5,43000.0, Лутфи
Чиланзарский,3,75.0,2,8,75000.0, Чиланзар 10-й квартал
Сергелийский,4,100.0,7,9,45800.0, Сергели 8
Мирзо-Улугбекский,2,63.0,5,8,37197.0, Городок Тракторостроителей 2-й квартал
Юнусабадский,2,60.0,1,4,37000.0, Юнусабад 7-й квартал
Юнусабадский,2,74.0,3,6,46835.0, Юнусабад 6-й квартал
Учтепинский,3,70.0,5,5,41500.0, Ширин
Юнусабадский,2,80.0,3,6,50633.0, Юнусабад 6-й квартал
Мирзо-Улугбекский,4,72.0,2,5,58000.0, Проспект Мирзо-Улугбек
Мирзо-Улугбекский,3,87.65,8,11,58583.0, Карасу 1-й квартал
Яккасарайский,2,75.0,10,17,96421.0, Бабура
Мирзо-Улугбекский,3,85.0,5,9,50000.0, Карасу 6-й квартал
Мирзо-Улугбекский,2,56.97,5,5,40000.0, Карасу 2-й квартал
Юнусабадский,2,58.0,3,4,32000.0, 18
Юнусабадский,3,70.0,5,5,40000.0, Юнусабад 16-й квартал
Юнусабадский,1,43.0,1,4,33000.0, Юнусабад 13-й квартал
Олмазорский,2,57.0,4,5,33600.0, Бешкурган 2-й квартал
Учтепинский,2,60.0,7,9,36500.0, Кизил Шарк
Юнусабадский,5,110.0,5,5,47000.0, Юнусабад 14-й квартал
Мирабадский,2,58.0,6,9,48000.0, 1-й проезд Катта Миробод
Мирзо-Улугбекский,4,129.18,10,11,83257.0, Карасу 1-й квартал
Мирабадский,2,65.0,8,9,43000.0, Саида Барака
Учтепинский,1,42.0,1,5,26000.0, Чиланзар 15-й квартал
Мирзо-Улугбекский,1,42.0,4,9,32500.0, 1-й проезд Гульсанам
Сергелийский,1,54.9,9,9,23641.0, Курувчи
Мирабадский,2,49.0,1,4,35000.0, Куйлюк 2-й квартал
Шайхантахурский,4,120.0,4,5,95000.0, Фараби
Мирзо-Улугбекский,3,119.0,7,9,74280.0, Паркент
Мирабадский,4,122.0,3,5,65000.0, Тонг Юлдузи
Учтепинский,3,72.0,4,9,43500.0, Чиланзар 24-й квартал
Учтепинский,3,68.0,2,4,40000.0, Чиланзар 22-й квартал
Мирабадский,2,60.0,3,9,54000.0, Шахрисабз
Сергелийский,3,70.0,2,9,42000.0, 1-й проезд Кипчак
Мирабадский,2,63.0,4,9,76000.0, Айбека (пр-т Косманавтов)
Мирзо-Улугбекский,2,65.0,4,12,52500.0, проспект Мустакиллик
Учтепинский,1,36.0,3,4,25500.0, Чиланзар 22-й квартал
Яккасарайский,2,74.0,3,8,52148.0, жилой комплекс Solaris
Сергелийский,2,86.6,9,9,37292.0, Курувчи
Сергелийский,2,74.0,9,9,33903.0, Сергели-II
Учтепинский,1,43.0,1,5,25200.0, Чиланзар 23-й квартал
Яккасарайский,1,39.0,1,5,27500.0, Башлык
Мирабадский,4,123.0,4,5,64000.0, Сайхун
Мирзо-Улугбекский,1,44.0,2,4,25000.0, Феруза-3
Мирзо-Улугбекский,2,24.0,5,9,14000.0, 1-й проезд Жасорат
Мирзо-Улугбекский,7,217.0,8,9,105805.0, Паркент
Мирабадский,4,135.0,5,6,290000.0, Ц7 ГАБУС ЦУМ
Юнусабадский,2,58.0,4,4,37000.0, Юнусабад 14-й квартал
Мирзо-Улугбекский,2,62.0,2,9,44000.0, Паркент
Мирабадский,3,74.0,3,9,70000.0, Шахрисабз
Мирабадский,3,74.0,2,9,73999.0, Фаровон
Мирзо-Улугбекский,3,85.0,1,9,52500.0, 1-й проезд Авайхон
Юнусабадский,2,45.0,4,5,35500.0, Юнусабад 18-й квартал
Сергелийский,3,75.0,6,9,55000.0, 10
Мирзо-Улугбекский,2,65.0,5,9,65000.0, Мустакиллик
Мирзо-Улугбекский,3,80.0,4,4,88000.0, Буюк Ипак Йули
Яшнободский,2,62.0,7,9,44000.0, Ташсельмаш
Мирабадский,2,62.0,7,9,70000.0, Фидокор (Чехова)
Чиланзарский,2,40.0,3,4,38500.0, Чиланзар 7-й квартал
Чиланзарский,2,63.09,5,9,42000.0, Algaritm
Чиланзарский,2,45.0,3,4,41000.0, Чиланзар  3 квартал
Чиланзарский,3,77.5,8,10,49600.0, Чиланзар квартал Е
Чиланзарский,2,63.09,5,9,42000.0, Algaritm
Шайхантахурский,3,78.0,8,12,45000.0, Ул.Термиз
Чиланзарский,3,100.0,6,9,78000.0, Чиланзар  5 квартал
Мирзо-Улугбекский,5,110.0,3,4,86000.0, Массив КараСу 1
Мирзо-Улугбекский,1,18.0,4,4,10000.0, Массив ТТЗ
Мирзо-Улугбекский,3,86.0,2,4,55000.0, Ул. Буюк Ипак Юли
Олмазорский,3,205.8,1,6,95000.0, Медгородок
Яшнободский,2,44.0,2,9,21000.0, Асалобод (Слонима)
Сергелийский,5,130.0,5,9,64000.0, 1-й проезд 5-й улицы Куприк
Яшнободский,2,47.0,3,4,28500.0, Асалобод (Слонима)
Учтепинский,2,57.95,11,12,29500.0, Чиланзар 21-й квартал
Олмазорский,3,205.8,1,6,95000.0, Медгородок
Мирабадский,4,120.0,1,4,135000.0, Байналминал
Шайхантахурский,2,65.0,6,9,57000.0, Ц15 Жангох
Мирабадский,1,42.0,2,9,38000.0, Госпитальный
Мирзо-Улугбекский,4,95.0,6,8,115000.0, Буюк Ипак Йули
Яшнободский,2,58.0,3,4,57000.0, Эльбека
Шайхантахурский,3,70.0,6,7,58000.0, Урда
Мирзо-Улугбекский,4,125.0,5,9,131500.0, Буюк Ипак Йули
Юнусабадский,1,39.0,3,9,33500.0, Алайский
Мирабадский,4,121.0,6,10,110000.0, Госпитальный
Мирабадский,2,62.0,1,9,67000.0, Госпитальный
Яшнободский,2,48.0,3,4,36000.0, Авиасозлар-4 Лисунова-4
Яшнободский,3,70.0,1,4,46000.0, Авиасозлар-1 Лисунова-1 Ипотека Банк
Яккасарайский,3,147.0,3,8,225000.0, Шота Руставели
Юнусабадский,3,70.0,1,4,78000.0, Осиё
Яккасарайский,5,213.0,8,9,185000.0, Кушбеги
Яшнободский,3,78.0,2,9,72000.0, Алтынтепа
Мирзо-Улугбекский,2,52.19,3,9,37000.0, Паркент
Чиланзарский,3,63.0,3,4,43000.0, Чиланзар 6квартал
Яшнободский,4,92.0,4,5,53999.0, Тузель 2-й квартал
Чиланзарский,4,125.0,4,4,75000.0, Чиланзар квартал Г9
Мирабадский,4,100.0,1,9,145000.0, 1-й проезд Абдурауфа Фитрата
Шайхантахурский,2,58.0,6,9,44500.0, Богкуча
Сергелийский,2,63.0,7,16,33539.0, 9-й строительный участок
Мирзо-Улугбекский,3,70.0,8,9,56000.0, Дархан
Мирзо-Улугбекский,3,75.0,5,9,62000.0, Буюк Ипак йули
Шайхантахурский,4,95.0,4,9,75000.0, Караташ
Юнусабадский,1,37.0,3,4,31000.0, Юнусабад 11-й квартал
Мирабадский,3,130.0,9,12,50000.0, Огабегим
Шайхантахурский,5,168.0,5,9,62000.0, Джарарык
Олмазорский,4,120.0,4,5,95000.0, Фараби
Яккасарайский,2,48.0,5,9,23000.0, Кушбеги
Сергелийский,3,95.0,9,9,43524.0, Сергели-II
Мирабадский,2,56.0,3,5,38500.0, Куйлюк 4-й квартал
Шайхантахурский,3,85.0,4,12,53000.0, Дучар
Юнусабадский,1,36.0,3,4,20500.0, Юнус Абад 2 кв
Яшнободский,2,56.0,5,5,29500.0, Тузель-1 40лет-1
Яшнободский,3,70.0,2,5,35500.0, Авиасозлар- Дворец
Яшнободский,3,70.0,2,4,39500.0, Авиасозлар/ Мухтар Ашрафи
Яшнободский,3,78.0,4,4,38500.0, Авиасозлар/ 58-военный городок
Яшнободский,3,78.0,5,5,36000.0, Авиасозлар-1 Лисунова-1
Яшнободский,2,51.0,4,7,27000.0, Авиасозлар/ Массив Янгиобод
Яшнободский,4,160.0,4,4,85000.0, Метро Достлик Бывшее Чикалова
Олмазорский,3,90.0,5,5,120000.0, жилой комплекс Cambridge Village
Яккасарайский,2,77.0,6,8,56000.0, жилой комплекс Dream House
Мирабадский,3,90.0,9,9,63000.0, Тараса Шевченко
Мирабадский,4,120.0,4,8,160000.0, Тараса Шевченко
Яккасарайский,4,150.0,7,8,160000.0, Конституция
Мирабадский,4,120.0,5,9,145000.0, Тараса Шевченко
Мирзо-Улугбекский,3,120.0,4,9,155000.0, жилой комплекс Дархан
Яшнободский,1,12.0,2,9,8999.0, Авиасозлар-2 Лисунова-1а
Юнусабадский,2,52.0,2,5,32500.0, ТашГРЭС
Яккасарайский,6,142.0,1,9,135000.0, Бабура
Учтепинский,2,53.0,1,4,34500.0, Чиланзар 22-й квартал
Яшнободский,4,140.0,8,8,230000.0, 1-й проезд Садыка Азимова
Юнусабадский,2,51.0,3,4,26500.0, Юнусабад 15-й квартал
Шайхантахурский,2,57.0,2,5,37000.0, Ибн Сина-2
Учтепинский,1,38.0,1,4,27500.0, Фархадская
Яшнободский,2,54.0,4,4,31500.0, Шумиловский городок
Мирабадский,2,62.0,2,4,76000.0, Айбека (пр-т Косманавтов)
Учтепинский,2,45.0,4,4,26000.0, Фазылтепа
Мирабадский,4,110.0,9,9,70000.0, Миробод
Сергелийский,2,57.0,1,7,34800.0, Sergeli 6
Мирабадский,4,110.0,4,4,45000.0, 1-й проезд Файзиобод
Мирзо-Улугбекский,1,70.0,4,5,38500.0, 1-й проезд Алпамыш
Яшнободский,3,58.0,1,5,40000.0, жилой комплекс Обод Макон
Олмазорский,2,56.47,2,4,35000.0, Олимпия
Юнусабадский,3,68.0,1,4,43000.0, Юнусабад-7
Юнусабадский,2,60.0,1,5,39000.0, Юнусабад-19
Юнусабадский,4,106.0,1,6,105000.0, Юнусабад-17
Юнусабадский,4,86.0,2,5,70000.0, Юнусабад-12
Юнусабадский,2,60.0,1,5,42000.0, Юнусобод 19
Юнусабадский,3,70.0,2,4,48000.0, Юнусобод 18
Сергелийский,2,41.0,2,3,29000.0, населённый пункт Бабур
Олмазорский,1,42.0,1,5,23500.0, Каракамыш 1/2
Сергелийский,2,59.0,1,5,38500.0, Сергели-III
Шайхантахурский,2,50.0,8,12,29900.0, Караташ
Мирзо-Улугбекский,3,95.0,5,18,66000.0, Метро Хамид Алимджан
Сергелийский,4,91.0,4,5,43000.0, Сергели-IV
Шайхантахурский,2,50.0,8,12,29900.0, Караташ
Яшнободский,1,29.7,1,1,20500.0, Мухтор Ашрафий
Мирзо-Улугбекский,1,36.0,3,4,25000.0, Академгородок
Чиланзарский,2,60.0,7,9,39985.0, Чиланзар 7-й квартал
Мирзо-Улугбекский,4,85.0,2,4,69990.0, Буюк Ипак йули (Луначарское)
Шайхантахурский,4,139.0,6,7,150000.0, Аль-Хорезми
Учтепинский,3,57.0,2,5,55000.0, Кухна-Чупонота массив Чиланзар 13-й квартал
Мирзо-Улугбекский,4,65.0,4,4,63000.0," Ташкент,Мирзо-Улугбекский р.Ул.Лафарга.М.БИЙ"
Юнусабадский,1,44.0,2,7,60000.0, ц-4 Кашгар (Ц-4)
Чиланзарский,3,96.0,2,4,88000.0, Чиланзар 5-й квартал
Мирзо-Улугбекский,4,106.0,9,11,106000.0, Кары-Ниязи
Мирзо-Улугбекский,2,50.0,5,5,34500.0, Аккурган
Учтепинский,1,42.0,2,4,25700.0, Чиланзар квартал Г9А
Мирабадский,4,182.0,2,7,335000.0, Тараса Шевченко
Чиланзарский,1,42.0,3,4,26200.0, Чиланзар 9-й квартал
Чиланзарский,1,30.0,2,4,25700.0, Чиланзар 2-й квартал
Мирзо-Улугбекский,2,46.0,2,4,46500.0, Аккурган
Яккасарайский,3,105.0,5,10,125000.0, Кичик Бешагач
Мирзо-Улугбекский,2,46.0,5,5,38000.0, Буюк Ипак йули (Луначарское)
Яшнободский,2,35.0,7,9,19000.0, Оханграбо
Юнусабадский,4,155.0,5,8,125000.0, Киёт
Яккасарайский,3,150.0,3,8,225000.0, Шота Руставели
Учтепинский,3,70.0,1,5,48000.0, Чиланзар 24-й квартал
Учтепинский,4,86.0,5,5,46000.0, Чиланзар 23-й квартал
Мирзо-Улугбекский,2,46.0,5,5,39000.0, Буз-1 (Буз базар)
Юнусабадский,3,78.0,4,4,48000.0, Юнусабад 13-й квартал
Мирабадский,3,72.0,2,9,82000.0, Мирабад
Чиланзарский,3,75.0,5,9,55000.0, Чиланзар квартал Е
Мирзо-Улугбекский,2,60.0,1,4,47500.0, Буз-1 (Буз базар)
Мирабадский,3,75.0,2,9,74000.0, Афросиаб (пр-т Косманавтов)
Мирзо-Улугбекский,2,70.0,3,9,90000.0, Буюк Ипак Йули
Чиланзарский,3,61.0,3,4,38000.0, Чиланзар 7-й квартал
Шайхантахурский,3,92.0,4,8,115000.0, Международный деловой центр Tashkent City
Юнусабадский,2,55.0,3,4,58000.0, Киёт
Олмазорский,3,75.0,5,5,50000.0, Олмазорский район массив Себзар
Мирзо-Улугбекский,2,65.0,4,4,57000.0, Буюк Ипак йули (Луначарское)
Мирзо-Улугбекский,1,30.0,4,4,22000.0, Феруза-1
Мирзо-Улугбекский,3,90.0,2,9,51000.0, Карасу 6-й квартал
Олмазорский,4,98.0,6,9,71000.0, Себзар
Шайхантахурский,1,42.0,2,4,37000.0, ц-13 Лабзак (ц-13)
Мирзо-Улугбекский,2,52.0,4,5,36000.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,3,80.0,1,5,51000.0, Карасу 6-й квартал
Чиланзарский,3,48.0,4,5,39500.0, Малая кольцевая дорога
Сергелийский,1,39.0,5,5,21000.0, Сергели-I Янгихаётский район
Чиланзарский,4,125.0,6,9,250000.0, жилой комплекс Новза
Мирзо-Улугбекский,2,60.0,4,4,31500.0, Мудофаа
Мирзо-Улугбекский,3,94.0,5,5,50000.0, Хумаюн
Мирабадский,4,160.0,2,9,365000.0, Г.Россия Габус
Яккасарайский,1,45.0,9,10,28000.0, пр-т Бабура
Мирзо-Улугбекский,2,62.0,3,5,55000.0, Катта корасув
Яшнободский,2,52.0,1,4,41000.0, Ташсельмаш
Мирабадский,4,282.0,7,8,305000.0, М.Ойбек Габус
Мирзо-Улугбекский,3,78.0,5,5,39000.0, Карасу 6-й квартал
Мирзо-Улугбекский,2,40.0,2,4,35500.0, Дархон
Чиланзарский,1,26.0,1,4,29500.0, Чиланзар 2-й квартал
Олмазорский,2,74.0,4,9,41000.0, Файзибаланд
Мирзо-Улугбекский,3,67.0,9,9,29900.0, Карасу 3-й квартал
Мирзо-Улугбекский,2,60.0,3,9,45000.0, Буюк Ипак йули (Луначарское)
Юнусабадский,4,140.0,4,8,100000.0, Буюк Турон
Чиланзарский,1,30.0,2,4,25400.0, Ул.Пеонерская
Чиланзарский,2,60.0,4,9,46500.0, Катартол бозор
Мирабадский,2,60.0,3,9,54000.0, Шахрисабз
Яккасарайский,3,70.0,4,5,60000.0, Бабура
Яккасарайский,4,138.0,2,8,145000.0, Кушбеги
Учтепинский,1,36.0,3,4,25200.0, Чиланзар 26-й квартал
Яккасарайский,2,48.0,5,9,23000.0, Кушбеги
Мирзо-Улугбекский,3,78.0,3,4,47000.0, Карасу 1-й квартал
Чиланзарский,2,43.0,2,4,42000.0, Торговый центр Чиланзар
Мирабадский,4,182.0,5,7,340000.0, Тараса Шевченко
Мирзо-Улугбекский,3,65.0,3,5,52000.0, Буз-1 (Буз базар)
Яшнободский,1,36.0,1,4,28000.0, Лисунова-4 срочно 1/1/4/
Мирзо-Улугбекский,1,35.0,2,5,25500.0, Мусаввирлар (Художников)
Мирзо-Улугбекский,3,73.0,5,9,57000.0, Турон
Яшнободский,4,105.0,6,9,60000.0, Истикбол
Чиланзарский,2,43.0,1,4,33500.0, Торговый центр Чиланзар
Юнусабадский,3,78.0,5,5,36500.0, 17
Мирабадский,2,63.0,4,9,76000.0, Айбека (пр-т Косманавтов)
Мирзо-Улугбекский,3,90.0,5,5,45000.0, Ахмада Югнаки
Сергелийский,5,118.0,4,9,57993.0, Сергели-V
Юнусабадский,3,75.0,4,4,52000.0, Юнусабад 18-й квартал
Мирзо-Улугбекский,3,74.0,5,9,62000.0, Буюк Ипак йули (Луначарское)
Мирабадский,4,150.0,3,8,54000.0, Мирабад
Юнусабадский,1,41.0,1,4,30000.0, Кашкар
Чиланзарский,3,120.0,2,8,160000.0, жилой комплекс Новза
Мирзо-Улугбекский,4,97.0,4,9,95600.0, Буюк Ипак Йули
Мирабадский,5,110.0,5,9,140000.0, Айбека (пр-т Косманавтов)
Учтепинский,3,72.0,9,9,40000.0, Чиланзар 24-й квартал
Мирзо-Улугбекский,3,94.0,16,23,118000.0, Ниёзбек йули
Мирабадский,2,115.0,7,8,160000.0, Фаровон
Яккасарайский,2,45.0,1,4,40000.0, Ракат
Мирабадский,2,97.0,6,8,155000.0, Фаровон
Сергелийский,4,100.0,1,4,87000.0, Буюк Ипак Йули
Мирзо-Улугбекский,3,41.0,5,5,45000.0, Карбасу
Яккасарайский,4,60.0,4,4,75000.0, Юнуса Раджаби
Чиланзарский,3,70.0,1,4,48000.0, Чиланзар 16-й квартал
Мирабадский,3,88.0,5,5,55000.0, Нукус
Мирабадский,3,110.0,2,8,169000.0, Тараса Шевченко
Чиланзарский,3,70.0,3,4,55000.0, Чиланзар 16-й квартал
Юнусабадский,3,80.0,2,4,90000.0, Юнусабад 1-й квартал
Олмазорский,3,73.0,2,5,55000.0, 1-й проезд Уста Ширин
Мирзо-Улугбекский,2,67.0,3,4,42200.0, Карасу 1-й квартал
Мирзо-Улугбекский,4,100.0,2,4,95000.0, Дархан 4/2/4 77 серия возле стадион Старт
Мирабадский,3,75.0,6,9,59500.0, Айбек метро 3/6/9 без ремонт дом Китай стена
Учтепинский,2,51.0,1,5,43500.0, 1-й проезд Изза
Яккасарайский,4,170.0,2,6,2000.0, Абдуллы Каххара
Мирабадский,2,55.0,2,4,26300.0, Куйлюк 1-й квартал
Шайхантахурский,1,70.0,6,7,57500.0, Урда
Мирзо-Улугбекский,3,68.0,4,4,47000.0, Мирзо Улугбека
Шайхантахурский,3,101.0,3,7,105000.0, улица Навои ориентир Ташкент Сити
Яккасарайский,2,50.0,3,12,42000.0, Бабура
Мирабадский,1,40.0,4,4,46500.0, Садыка Азимова (Жуковского)
Мирзо-Улугбекский,3,75.0,4,5,47000.0, Буз-1 (Буз базар)
Мирабадский,3,75.0,8,9,85000.0, Афросиёб
Яшнободский,3,86.0,5,9,75000.0, жилой комплекс Green Park
Мирзо-Улугбекский,2,60.0,3,4,102000.0, Буюк Ипак Йули
Яшнободский,2,58.0,4,9,55000.0, жилой комплекс Green Park
Чиланзарский,4,125.0,3,9,210000.0, жилой комплекс Новза
Чиланзарский,3,114.0,2,9,160000.0, жилой комплекс Новза
Чиланзарский,1,30.0,4,4,27700.0, Чиланзар 17-й квартал
Шайхантахурский,3,90.0,12,12,37000.0, Гулбозор
Мирзо-Улугбекский,3,70.0,4,4,61000.0, Буюк Ипак йули (Луначарское)
Олмазорский,4,100.0,2,9,57000.0, Фараби
Сергелийский,3,79.3,13,16,38448.0, Сергели 9 строительный участок
Мирзо-Улугбекский,3,91.0,3,5,51000.0, Карасу 6-й квартал
Учтепинский,3,80.0,4,4,50000.0, Чиланзар 25-й квартал
Мирзо-Улугбекский,2,55.0,7,7,57000.0, Олимлар (Морозова)
Чиланзарский,3,75.0,5,9,57000.0, Чиланзар квартал Е
Мирабадский,2,45.0,6,9,58000.0, Ислама Каримова
Мирзо-Улугбекский,2,90.0,2,9,51000.0, Карасу 6-й квартал
Чиланзарский,2,52.0,2,4,41500.0, Чиланзар 1-й квартал
Чиланзарский,3,65.0,4,4,42000.0, Чиланзар 5-й квартал
Чиланзарский,2,45.0,2,4,32000.0, Малая кольцевая дорога
Бектемирский,3,56.0,4,4,28100.0, Корзинка
Юнусабадский,3,78.0,4,4,55000.0, ц-5 Киёт (Ц-5)
Мирзо-Улугбекский,2,60.0,6,9,34000.0, ТТЗ-2
Мирабадский,4,90.0,6,9,73000.0, Фаровон
Мирзо-Улугбекский,3,73.0,5,5,52000.0, Аккурган
Мирзо-Улугбекский,1,20.0,3,4,12100.0, Буз-2 (Буз)
Учтепинский,2,42.0,4,5,28500.0, Чупон-Ота
Мирабадский,3,105.0,7,9,125000.0, Нукус
Мирзо-Улугбекский,2,42.0,2,5,33500.0, Элобод
Бектемирский,2,30.0,1,4,26100.0, Конечная остановка
Мирабадский,2,55.0,5,5,35000.0, Тараса Шевченко
Мирзо-Улугбекский,2,50.0,5,5,35000.0, Элобод
Мирзо-Улугбекский,2,55.0,4,4,35000.0, Элобод
Юнусабадский,2,50.0,4,4,33500.0, Юнусабад 11-й квартал
Шайхантахурский,4,130.0,2,3,106000.0, Ипакчи
Юнусабадский,1,45.0,4,4,26000.0, Улица Ахмад Дониш
Мирзо-Улугбекский,1,42.0,1,4,26500.0, Буюк Ипак Йули
Яккасарайский,2,64.0,1,5,42000.0, Кушбеги
Шайхантахурский,2,42.0,8,9,29999.0, Хадра Ц-14
Чиланзарский,2,50.0,2,4,45000.0, 1-й проезд Катта Чиланзар
Яшнободский,2,30.0,7,9,21500.0, 1-й проезд Авиасозлар
Чиланзарский,2,45.0,1,4,39000.0, Чиланзар  3 квартал
Мирзо-Улугбекский,1,24.0,1,4,19000.0, 1-й переулок Дархан
Яккасарайский,2,49.0,5,9,23000.0, Кушбеги
Яккасарайский,5,116.0,4,9,72000.0, Кушбеги
Чиланзарский,2,40.0,4,4,30000.0, Чиланзар  3 квартал
Чиланзарский,1,49.0,3,12,33500.0, Чиланзар  5 квартал
Чиланзарский,2,45.0,4,4,35500.0, Чиланзар 3 квартал
Юнусабадский,4,215.0,7,9,185000.0, Ц6  ГАБУС
Яккасарайский,3,93.0,5,7,75000.0, 1-й проезд Шота Руставели
Яккасарайский,3,91.0,3,4,73000.0, Юсуфа Хос Ходжиба
Мирзо-Улугбекский,1,22.0,4,4,19000.0, Улица зиёлилар
Шайхантахурский,6,130.0,7,9,56000.0, Ibinsino jalariq
Юнусабадский,4,95.13,8,9,68000.0, Богишамол
Яшнободский,2,55.0,4,5,54000.0," Паркентская (Генерала Петрова,)"
Сергелийский,2,59.8,16,16,27288.0, Янгихаётский район 8-й строительный участок
Мирзо-Улугбекский,2,94.0,1,5,32000.0, Феруза
Юнусабадский,3,70.0,3,3,66000.0, Киёт
Юнусабадский,3,70.0,4,4,63000.0, Киёт
Юнусабадский,4,105.0,4,4,160000.0, Кашкар
Яккасарайский,2,56.0,7,12,36500.0, Улица Бабура
Мирзо-Улугбекский,3,70.0,4,4,64000.0, Олой
Мирзо-Улугбекский,3,82.0,4,4,88000.0, Буюк Ипак Йули
Яккасарайский,3,110.0,4,6,295000.0, Дамарик
Шайхантахурский,2,55.0,2,5,55000.0, Коратош
Чиланзарский,3,72.0,2,4,63000.0, 2квартал Чиланзар
Мирзо-Улугбекский,3,80.0,4,4,81000.0, Аккурган
Мирабадский,2,115.0,7,8,160000.0, Мирабад
Мирабадский,2,97.0,6,8,155000.0, Фаровон
Чиланзарский,4,96.0,2,4,58000.0, Алгаритм
Чиланзарский,3,78.0,6,9,44500.0, Алгоритм
Мирзо-Улугбекский,2,58.0,4,4,33000.0, Феруза-2
Шайхантахурский,3,65.0,3,4,54000.0, Лабзак
Мирзо-Улугбекский,2,57.0,7,9,29000.0, Городок Тракторостроителей 4-й квартал
Мирзо-Улугбекский,2,60.0,8,9,38000.0, Городок Тракторостроителей 4-й квартал
Юнусабадский,2,58.0,5,9,42000.0, Юнусабад 13-й квартал
Мирзо-Улугбекский,2,50.0,4,4,28700.0, Городок Тракторостроителей 1-й квартал
Мирабадский,1,55.0,2,9,61000.0, Афросиаб (пр-т Косманавтов)
Шайхантахурский,3,45.0,2,5,28000.0, Увайси
Юнусабадский,3,70.0,3,4,67000.0, Минор
Мирзо-Улугбекский,2,50.0,4,4,35500.0, Дархон
Мирабадский,3,85.0,5,9,74000.0, Айбека (пр-т Косманавтов)
Мирабадский,3,80.0,1,9,100000.0, Госпитальный
Юнусабадский,3,68.0,3,4,68000.0, Киёт
Шайхантахурский,6,154.0,4,5,129500.0, Дружба
Юнусабадский,4,82.0,1,4,86000.0, ц-4 Кашгар (Ц-4)
Мирабадский,3,75.0,2,9,74000.0, Айбека (пр-т Косманавтов)
Яккасарайский,3,100.0,5,5,100000.0, Бабура
Юнусабадский,3,78.0,4,4,56000.0, Кашгар
Яшнободский,1,26.0,1,4,22000.0, проезд Пахлавона Махмуда
Учтепинский,1,36.0,3,4,25500.0, Чиланзар 22-й квартал
Олмазорский,3,91.0,3,3,85000.0, Нурафшон
Юнусабадский,3,65.0,4,4,53500.0, Юнусабад 18-й квартал
Чиланзарский,3,103.0,4,4,160000.0, Ислама Каримова
Юнусабадский,5,183.5,4,5,203000.0, Кашгар
Чиланзарский,3,75.0,1,4,60000.0, Чиланзар 19-й квартал
Юнусабадский,1,67.0,8,9,42500.0, Юнусабадский
Юнусабадский,4,94.0,1,9,66000.0, Юнусабад 16-й квартал
Яшнободский,4,130.0,1,5,155000.0, жилой комплекс Parkent Village массив Мавлоно Риёзи
Шайхантахурский,2,60.0,5,9,45000.0, проспект Бунёдкор
Мирабадский,3,75.0,4,4,70000.0, проспект Амира Темура
Мирабадский,3,106.0,1,4,120000.0, ЦУМ (Ц-7)
Мирабадский,3,90.0,3,4,125000.0, Глинка
Сергелийский,4,98.0,2,7,65000.0, Cергели 8А
Учтепинский,2,49.0,3,4,34500.0, Чиланзар 14-й квартал
Мирзо-Улугбекский,3,80.0,4,4,90000.0, Бибигон
Яккасарайский,2,48.0,5,9,23000.0, Кушбеги
Мирзо-Улугбекский,3,73.0,9,9,45000.0, Мирзо Улугбека
Чиланзарский,4,125.0,6,9,250000.0, жилой комплекс Новза
Мирзо-Улугбекский,3,70.0,2,5,66000.0, Мухаммада Юсуфа (Дагестанская)
Чиланзарский,3,114.0,2,9,160000.0, жилой комплекс Новза
Яккасарайский,2,48.0,1,4,38000.0, Кичик Бешагач
Учтепинский,1,39.0,3,4,25000.0, Чиланзар 15-й квартал
Шайхантахурский,3,75.0,2,9,52000.0, Зульфияханум
Мирзо-Улугбекский,3,94.0,16,23,118000.0, Ниёзбек йули
Мирабадский,3,110.0,2,8,169000.0, Тараса Шевченко
Яккасарайский,2,72.0,5,16,72000.0, Абдуллы Каххара
Мирзо-Улугбекский,3,90.0,2,9,51000.0, Карасу 6-й квартал
Шайхантахурский,3,78.0,3,5,51000.0, Джангох
Мирзо-Улугбекский,3,75.0,5,5,38000.0, Карасу 6-й квартал
Мирзо-Улугбекский,2,50.0,1,4,30000.0, Ялангач
Юнусабадский,2,65.0,1,4,34500.0, Янги шахар
Мирзо-Улугбекский,2,40.0,1,3,26000.0, Буюк Ипак Йули
Яккасарайский,3,70.0,4,5,68000.0, Дамарик
Юнусабадский,3,78.0,4,4,55000.0, проспект Амира Темура
Олмазорский,3,64.0,7,9,58000.0, Фараби
Мирзо-Улугбекский,2,48.0,1,4,31000.0, Городок Тракторостроителей 1-й квартал
Чиланзарский,1,41.0,3,4,25800.0, Чиланзар-9 ориентир РОВД
Учтепинский,2,42.0,4,5,28500.0, Чиланзар 15-й квартал
Шайхантахурский,3,80.0,2,4,72000.0, Лабзак
Мирзо-Улугбекский,2,42.0,2,5,33500.0, Буз-1 (Буз базар)
Яшнободский,3,72.0,5,9,65000.0, Тойтепинская
Шайхантахурский,2,70.0,5,7,56000.0, Самарканд Дарвоза
Мирзо-Улугбекский,2,55.0,5,5,35000.0, Буз-1 (Буз базар)
Мирзо-Улугбекский,3,63.0,2,4,46000.0, Ялангач
